full_text,username,MBTI,IE,NS,TF,JP
gak tahu kenapa saya paling suka mie rebus yang kuah nya dikit pas kuah nyambur sama mie nya apa lagi pakai telur ditmbah bon cabe dan bawang goreng tips biar enak tambah apa share dong,PardedeReza666,ENTP,E,N,T,P
kaget gak sih kalau anak anak di panti asuhan itu bukan sebatang kara tapi cuma lagi me time dari orang tua nya saya sih kaget,PardedeReza666,ENTP,E,N,T,P
nasi goreng kambing luv,PardedeReza666,ENTP,E,N,T,P
ternyata margo city atap nya roboh bukan meledak tetep bela sungkawa sebesar besarnya untuk salah nya informasi awal saya yang mengira ada ledakan,PardedeReza666,ENTP,E,N,T,P
aduh margo city kenapa kamu meledak sebagai mantan orang depok saya banyak kenangan di sana skrg kenangan nya tinggal puing puing dalam makna yang sebenar nya tapi gak parah kok cuman iya tetep meledak,PardedeReza666,ENTP,E,N,T,P
di solo yang asik apa tertawa,PardedeReza666,ENTP,E,N,T,P
dari awal saya join stand up saya emang join untuk rush adernalin yang saya rasain di panggung dan saya patokan saya berkarya untuk cari rush adernalin itu lagi dimanapun platform nya emang untuk diri saya sendiri,PardedeReza666,ENTP,E,N,T,P
ini dulu banget saat berbagi kebahagian ke orang lain adalah tujuan saya dalam komedi yang bahkan jadi batasan dalam berekspresi memuaskan orang lain bahkan jadi tujuan komedi saya sebuah misi yang mustahil dari awal skrg saya cuma berkomedi apa yang mau saya komediin fuck other people,PardedeReza666,ENTP,E,N,T,P
bukan manifestasi satan secara goib yang saya percaya jelas itu dongeng dan mitologi beserta seluruh tetek bengek nya menurut saya yang saya suka embodiment dari kata satan nya dalam konteks expresi liar dan kekacauan dalam berkonten,PardedeReza666,ENTP,E,N,T,P
jadi saya bukan moral kompas kalian saya bukan guru kalian saya bukan motivator kalian just educate your fuckin self saya berkarya untuk diri saya dan diri saya saja untuk kebebasan expresi yang ada di kepala saya yang bisa jadi gelap liar amp gak sesuai dengan value kalian hail satan,PardedeReza666,ENTP,E,N,T,P
tempatkan ekspektasi kalian dengan tepat pada profesi yang tepat lagian buat saya naif sekali menaruh ekspektasi atau bahkan menuntut value positif soal moral dan hal positif lain nya dari konten creator itu cuma jenis variasi kedunguan lain dari banyak macam kedunguan,PardedeReza666,ENTP,E,N,T,P
its called konten creator yang arti nya membuat konten cuma konten tidak ada kewajiban harus positif jadi positif adalah pilihan si konten creator nya mau apa tidak gak tahu harus posiitif itu tambahan dari mana makanya nama nya bukan edukator itu baru wajib ada value,PardedeReza666,ENTP,E,N,T,P
saya bikin konten bukan buat mendidik saya gak peduli dan biar itu jadi urusan orang saya buat konten tuk memfasilitasi expresi liar yang ada di kepala saya saya buat konten tuk diri saya sendiri kalau ada yang terhibur amp terinspirasi dari konten saya iya bonus tapi itu bukan tujuan saya,PardedeReza666,ENTP,E,N,T,P
kaget gak sih orang jereng itu sebenernya cuman penasaran mau lihat matanya sendiri saja pakai mata nya sendiri saya sih kaget,PardedeReza666,ENTP,E,N,T,P
kaget gak sih kalau ternyata orang busung lapar perut nya buncit cuma karena males nahan napas saya sih kaget iya,PardedeReza666,ENTP,E,N,T,P
bangsat,PardedeReza666,ENTP,E,N,T,P
kaget gak sih pas lagi bius sebelum operasi di tengah tengan mau gak sadar tapi masih ada kesadaran dokter nya bisikin saya sebenernya badut sulap mas habis itu langsung gelap saya sih kaget iya,PardedeReza666,ENTP,E,N,T,P
kaget ga si pas lagi naik pesawat pas pilot masuk ke ruang kokpit bukan nya menerbangkan pesawat bahkan terjun payung sama copilot nya sambil fuck ke arah pesawat dan teriak dimana tuhan mu skrg haaa saya sih kaget iya,PardedeReza666,ENTP,E,N,T,P
kaget gak sih kalau ternyata kita bukan anak pungut tapi orang tua kita yang orang tua pungut saya sih kaget iya,PardedeReza666,ENTP,E,N,T,P
kaget gak sih pas mau pcr petugas nya gak pakai apd tapi pakai kostum si komo saya sih kaget iya,PardedeReza666,ENTP,E,N,T,P
orang yang sangat nyebelin di tambah lagi punya asuransi jiwa yang nilai nya gede banget menurut saya gak nolong sih hanya menambah lagi validasi dia harus di lenyapkan sama saja kayak punya bounty gede di kepala kamu jadi doorprizes berjalan,PardedeReza666,ENTP,E,N,T,P
eh dont get me wrong menikah is blessing untuk beberapa orang saya beneran percaya itu kok ada teman saya yang emang keluarganya bahagia anak anak nya lucu dan dia dapat kekuatan dari keluarganya yang harmonis ada kok contoh nyatanya but its not for me saja saya tahu limit saya,PardedeReza666,ENTP,E,N,T,P
agama saja saya gak pilih broo apa lagi cuma cerai musuh saya banyak karena saya tahu apa yang saya mau dan pilih itu me above anything else know my priority dari dulu omongan org gak lebih dari bebunyian lucu seperti chyaaa chuakksss atau haaaaaaaa di kuping saya,PardedeReza666,ENTP,E,N,T,P
salah yang benar lebih baik ga perlu nikah kalau gak siap ambil keputusan yang sulit nikah gak se bahagia yang gambarkan sinema elektronik kadang solusi terbaik bukan denial dan maju terus,PardedeReza666,ENTP,E,N,T,P
apa validasi saya bicara di atas sebagai orang tempat curhat countless teman yang rumah tangga nya gak bahagia tapi gak mau atau gak berani ambil keputusan cerai hanya escape sebatas mabok dan jajan atau selingkuh kecil supaya tetep bahagia saya rasa saya cukup valid chakks,PardedeReza666,ENTP,E,N,T,P
jadi ga perlu takut cerai hidup itu untuk hidup bukan untuk bertahan pertanggung jawaban mental state kita itu sama diri kita sendiri bukan apa kata orang lain kalau gak ada exit biasanya bukan karena ga ada exit tapi emang karena kita yang gamu keluar yuk cerai,PardedeReza666,ENTP,E,N,T,P
dari tahun idup saya kenyang lihat teman teman saya tidak bahagia dengan variasi nya masing masalah klasik yang umum kebanyakan teman saya yang cerai sih lebih bahagia amp anak nya tetep bahagia juga karena setelah gak sibuk berantem bisa fokus jadi orang tua walau bukan suami istri lagi,PardedeReza666,ENTP,E,N,T,P
karena broken home itu ada dua broken home yang emang cerai atau pisah gak cerai tapi relationship antar keluarga di dalam nya benar benar broken yang kedua effek negatif nya sangat berbahaya karena rumah lebih layak di sebut daerah konflik dari pada tempat istirahat,PardedeReza666,ENTP,E,N,T,P
teman yang baru nikah bertanya ke saya wejangan saya bilang kalau deh ga kuat amp hub nya terlalu toxic cerai saja baik buat kesehatan mental kedua belah pihak amp anak uji nyali saja kalau gak kuat bisa lambai tangan ke kamera ga perlu sok keras nikah cari patner bukan musuh bebuyutan,PardedeReza666,ENTP,E,N,T,P
mau tanya deh kalau ada teman kalian yang sudah meninggal sosmed nya kalian unfollow ga kalau saya ia karena dari pada kaget tiba tiba ngepost kalau kalian bagaimana dan apa alasan nya,PardedeReza666,ENTP,E,N,T,P
mata ganti mata sampai akhir nya dunia menjadi buta,PardedeReza666,ENTP,E,N,T,P
selamat ulang tahun ke indonesia,PardedeReza666,ENTP,E,N,T,P
bebas itu menurut kamu saja saya tendensius hahahaha saya gak perlu jelasin juga,PardedeReza666,ENTP,E,N,T,P
dapat ini,PardedeReza666,ENTP,E,N,T,P
simpatisan taliban di indonesia mana suaranya,PardedeReza666,ENTP,E,N,T,P
harta yang paling berharga adalah keluarga lagu ini di masa ppkm tidak relate karena keluarga adalah yang paling ngabisin harta dan tabungan,PardedeReza666,ENTP,E,N,T,P
yang paling saya kangenin adalah suting fix serem,PardedeReza666,ENTP,E,N,T,P
menerima kunjungan he mr yasar guler menhan turki kemhan ri jakarta,prabowo,ESTJ,E,S,T,J
menerima kunjungan general bryan fenton commander of the ussocom kemhan ri jakarta,prabowo,ESTJ,E,S,T,J
menghadiri penutupan musyawarah nasional xi partai golkar jakarta convention center,prabowo,ESTJ,E,S,T,J
menunaikan janji saya bertolak langsung ke papua nugini dari australia untuk bertemu dengan perdana menteri james marape setelah sebelumnya mengunjungi saya di kementerian pertahanan jakarta terima kasih atas sambutan yang begitu hangat kepada saya di port moresby papua,prabowo,ESTJ,E,S,T,J
hari ini saya melakukan pertemuan bilateral bersama dengan perdana menteri pm australia the hon anthony albanese mp deputy prime minister and minister for defense the hon richard charles marles mp kami membahas seputar kerjasama pertahanan kedua,prabowo,ESTJ,E,S,T,J
bersama rizki juniansyah amp veddriq leonardo orang atlet peraih medali emas olimpiade paris,prabowo,ESTJ,E,S,T,J
dirgahayu republik indonesia,prabowo,ESTJ,E,S,T,J
sebuah kebanggaan luar biasa menyaksikan merah putih berkibar tinggi dan indonesia raya berkumandang di olimpiade paris terima kasih atas perjuanganmu yang luar biasa veddriq leonardo dengan medali emas di cabang panjat tebing serta rizki juniansyah atas medali,prabowo,ESTJ,E,S,T,J
bertolak ke moskow saya diterima oleh presiden federasi rusia yang mulia vladimir putin di istana kremlin kunjungan ini merupakan kesempatan bagi indonesia untuk mempererat kemitraan strategis dan kerja sama di bidang pertahanan dengan rusia indonesia dan rusia akan terus,prabowo,ESTJ,E,S,T,J
selamat kepada timnas sepak bola indonesia yang meraih juara piala aff garuda muda telah menunjukkan semangat juang dan kerja keras yang membanggakan bangsa dan rakyat indonesia kemenangan ini adalah awal dari perjalanan panjang menuju prestasi yang lebih tinggi,prabowo,ESTJ,E,S,T,J
saya menuju belgrade serbia untuk bertemu dengan presiden serbia aleksandar vui pada pertemuan persahabatan ini kami berbincang hangat membahas seputar hubungan baik yang terjalin antara indonesia dan serbia terima kasih atas sambutan yang begitu hangat kepada,prabowo,ESTJ,E,S,T,J
saat di paris saya juga berkesempatan bertemu dengan presiden fifa federation internationale adik football association gianni infantino pada pertemuan ini kami membahas seputar kerjasama antara fifa dan indonesia serta dalam meningkatkan pembinaan dan pengembangan,prabowo,ESTJ,E,S,T,J
berkesempatan mengadiri acara indonesia france business executive luncheon diparis prancis,prabowo,ESTJ,E,S,T,J
memenuhi undangan presiden prancis di istana lyse paris terima kasih saya ucapkan kepada presiden macron atas sambutan yang begitu hangat serta atas penghormatan yang diberikan kepada saya saya juga turut menyampaikan salam dan ucapan selamat dari presiden,prabowo,ESTJ,E,S,T,J
innalillahi wa inna ilaihi rajiun turut berduka cita yang sedalamdalamnya atas berpulangnya bapak dr kh hamzah haz wakil presiden indonesia ke semoga allah swt menerima segala amal ibadah dan menempatkan beliau di sisinya yang terbaik serta senantiasa memberikan,prabowo,ESTJ,E,S,T,J
suatu kehormatan besar saya menerima kedatangan perdana menteri papua nugini yang mulia james marape di kementerian pertahanan pada pertemuan ini kami saling bertukar gagasan dan perkuat kerjasama hubungan indonesiapapua nugini baik di bidang pertahanan dan pendidikan dengan,prabowo,ESTJ,E,S,T,J
memberikan pembekalan kepada calon perwira remaja capaja tnipolri tahun,prabowo,ESTJ,E,S,T,J
dirgahayu koperasi indonesia ke koperasi maju indonesia emas prabowo subianto,prabowo,ESTJ,E,S,T,J
senang sekali pada siang hari ini saya kedatangan tamu negara imam besar al azhar dari mesir grand syekh al azhar imam akbar ahmed al tayeeb didampingi tokoh ulama amp cendekiawan muslim indonesia prof dr quraish shihab di kantor kementerian pertahanan grand syekh adalah,prabowo,ESTJ,E,S,T,J
selamat tahun baru islam muharam hijriah prabowo subianto,prabowo,ESTJ,E,S,T,J
terima kasih kepada perdana menteri malaysia atas doa dan dukungannya saya sangat menghargai sambutan baik terhadap kerjasama dalam misi keamanan regional serta menghormati kesediaan malaysia untuk bekerjasama dalam aksi kemanusiaan bagi saudarasaudara kita di,prabowo,ESTJ,E,S,T,J
terima kasih kepada presiden ri yang sudah memberikan dukungan moril dan doa alhamdulillah puji syukur minggu lalu tim dokter berhasil melakukan tindakan medis untuk memulihkan cidera yang saya alami selama ini insyaallah dengan kondisi sehat walafiat saya semakin,prabowo,ESTJ,E,S,T,J
mengenang hari lahir presiden ri kedua jenderal besar tni soeharto,prabowo,ESTJ,E,S,T,J
alhamdulillah partai menyerahkan surat rekomendasi untuk mengusung mencalonkan dan mendukung ibu dan mas dalam pemilihan kepala daerah di jawa timur sebagai gubernur dan wakil gubernur untuk periode tahun yang akan datang di pemilihan pada,prabowo,ESTJ,E,S,T,J
mengenang hari lahir bung karno,prabowo,ESTJ,E,S,T,J
sebuah kehormatan bertemu kembali dengan perdana menteri singapura yang mulia lawrence wong di istana singapura dalam diskusi kami di selasela iiss shangrila dialogue kami berkesempatan membicarakan program defense cooperation agreement yang menjadi pilar dalam hubungan,prabowo,ESTJ,E,S,T,J
innalillahi wa inna ilaihi rajiun turut berduka cita atas meninggalnya syarifah salma binti hasyim bin yahya istri dari habib lutfhi bin yahya semoga almarhumah ditempatkan di dalam rahmat allah swt dan mendapatkan tempat terbaik di sisinya aamiin,prabowo,ESTJ,E,S,T,J
bertemu gubernur jenderal australia he general the honourable david hurley ac dsc retd dalam rangka memperingati tahun hubungan diplomatik indonesia australia di jakarta,prabowo,ESTJ,E,S,T,J
saat kunjungan kerja di uea dan qatar saya mendapat informasi ada bencana banjir bandang di sumatera barat saya putuskan langsung dari doha bertolak ke padang sumatera barat untuk memberikan bantuan melihat kondisi saudara saudara kita di sana dan berkoordinasi dengan,prabowo,ESTJ,E,S,T,J
bersama wakil presiden terpilih gibran rakabuming raka memenuhi undangan pertemuan dengan emir qatar hh sheikh tamim bin hamad al thani hari ini di istana emiri diwan kami juga diterima oleh perdana menteri qatar hh mohammed bin abdulrahman bin jassim al thani selain,prabowo,ESTJ,E,S,T,J
bersama wakil presiden terpilih gibran rakabuming raka memenuhi undangan dari presiden uni emirat arab hh sheikh mohamed bin zayed al nahyan turut mendampingi beliau diantaranya wakil presiden uea hh sheikh mansour bin zayed al nahyan menteri luar negeri sheikh,prabowo,ESTJ,E,S,T,J
menerima kunjungan menteri pertahanan malaysia yb dato seri mohamed khaled bin nordin di kemhan ri jakarta,prabowo,ESTJ,E,S,T,J
hari ini saya turut mendampingi presiden ri joko widodo di istana bogor untuk bertemu dengan perdana menteri singapura lee hsien loong dan juga wakil perdana menteri lawrence wong yang akan menjadi perdana menteri singapura pada mei mendatang pertemuan ini dilakukan dalam,prabowo,ESTJ,E,S,T,J
hari ini di rumah kertanegara saya kedatangan sahabat lama saya sekaligus ketua umum partai nasdem bapak surya paloh beserta jajarannya alhamdulillah bapak surya paloh dan partai nasdem menyampaikan keputusannya untuk bergabung dan bekerja sama untuk kepentingan rakyat dan,prabowo,ESTJ,E,S,T,J
silahturahmi dengan gus muhaimin iskandar dan jajaran dpp partai kebangkitan bangsa terima kasih atas penerimaaan yang baik kepada saya dan rombongan insyallah kita akan bekerja sama dalam pembangunan indonesia ke depan,prabowo,ESTJ,E,S,T,J
alhamdulillah hari ini prabowogibran telah resmi ditetapkan oleh kpu sebagai presiden dan wakil presiden terpilih periode terima kasih kepada seluruh rakyat indonesia penyelenggara pemilu tokoh agama prajurit tni dan polri relawan serta rekanrekan pers yang,prabowo,ESTJ,E,S,T,J
menerima ceo apple cook didampingi oleh menteri komunikasi dan informasi budi arie setiadi di kantor kemenhan ri,prabowo,ESTJ,E,S,T,J
selamat hari raya idul fitri syawal hijriah minal aidin walfaidzin mohon maaf lahir amp batin,prabowo,ESTJ,E,S,T,J
terima kasih kepada perdana menteri atas penerimaan yang sangat hangat atas kunjungan saya di malaysia semoga hubungan persahabatan antara indonesia dan malaysia semakin erat dan saling menguntungkan bagi kepentingan masingmasing negara kedepannya,prabowo,ESTJ,E,S,T,J
suatu kehormatan dapat diterima langsung oleh perdana menteri jepang fumio kishida terima kasih atas penyambutan yang sangat hangat diberikan kepada saya dari menteri pertahanan jepang minoru kihara minoru dan juga terima kasih kepada mantan perdana,prabowo,ESTJ,E,S,T,J
terima kasih saya ucapkan kepada presiden republik rakyat tiongkok yang mulia xi jinping atas ucapan selamat terhadap hasil akhir pemilu yang diantarkan langsung oleh duta besar tiongkok untuk indonesia he lukang sebuah kehormatan bagi saya untuk menerima surat ini,prabowo,ESTJ,E,S,T,J
sebuah kehormatan bagi saya menerima ucapan selamat atas kemenangan dalam pemilu dari perdana menteri jepang yang mulia fumio kishida jepang senantiasa menjadi mitra strategis bagi indonesia dan kita berkomitmen untuk melanjutkan kerja sama ini untuk,prabowo,ESTJ,E,S,T,J
atas nama pasangan prabowo subianto dan gibran rakabuming raka juga atas nama koalisi indonesia maju saya menyampaikan terima kasih dan penghargaan setinggitingginya kepada seluruh rakyat indonesia yang telah menggunakan hak pilihnya dalam pemilu saya juga ucapkan terima,prabowo,ESTJ,E,S,T,J
kemarin saya berkunjung ke ibu kota nusantara ikn untuk melihat progres pembangunan tata ruang ikn di kalimantan timur saya berkesempatan bercengkerama dengan para pekerja di sana mendengarkan cerita dan kesan mereka selama mengabdi membangun ikn terima kasih kepada,prabowo,ESTJ,E,S,T,J
saya menerima kunjungan dari duta besar jepang untuk indonesia mjapon di kantor kementerian pertahanan ri jakarta saya ucapkan selamat datang dan selamat bertugas di indonesia jepang adalah mitra strategis indonesia dan kami berkomitmen untuk terus mempererat,prabowo,ESTJ,E,S,T,J
saya merasa sangat terhormat menerima ucapan selamat atas hasil sementara pemilu dari sahabat saya yang mulia dari yordania kita berkomitmen untuk terus memperkuat persahabatan dan kerjasama antara kedua negara semoga allah swt selalu melimpahkan berkah dan,prabowo,ESTJ,E,S,T,J
terima kasih kepada presiden republik islam iran yang mulia seyyed ebrahim raisi untuk ucapan selamat atas hasil sementara pemilu doa terbaik dari kami di indonesia semoga allah swt senantiasa melimpahkan anugerah dan rahmatnya untuk saudarasaudari kita di iran,prabowo,ESTJ,E,S,T,J
sebuah kehormatan bagi saya menerima ucapan selamat atas hasil sementara pemilu dari presiden negara palestina yang mulia mahmoud abbas masyarakat indonesia selalu bersama palestina dalam masa tersulitnya dan akan terus mendukung perjuangan rakyat palestina untuk meraih,prabowo,ESTJ,E,S,T,J
terima kasih kepada presiden ri atas anugerah dan kehormatan ini terima kasih kepada tentara nasional indonesia dan kepolisian republik indonesia serta seluruh prajurit tni dan polri di seluruh indonesia sejak umur tahun saya mengucap sumpah untuk selalu setia,prabowo,ESTJ,E,S,T,J
kemarin saya menerima surat ucapan selamat dari presiden turki mengenai hasil sementara pemilu yang diberikan langsung oleh duta besar turki saya ingin menyampaikan rasa terima kasih yang mendalam atas dukungan dan persahabatan antara kedua negara,prabowo,ESTJ,E,S,T,J
senang sekali berdialog dengan pelaku ekonomi kreatif di cipete creative district mari jadikan jakarta inklusif global dengan talenta lokal berdaya,ridwankamil,ENTP,E,N,T,P
kami memastikan kesetaraan dalam pendirian rumah ibadah dan pelayanan tanpa diskriminasi bagi seluruh umat di jakarta rksuswono berkomitmen pada kesetaraan dan harmoni dalam pertemuan dengan persekutuan gerejagereja pentakosta indonesia pgpi,ridwankamil,ENTP,E,N,T,P
jakarta adalah indonesia indonesia adalah pancasila setiap pemimpin harus menjunjung tinggi pancasila dan bersikap adil kepada semua golongan jika ada program keagamaan sesuai sila pancasila tentulah perlakuan yang setara akan difasilitasi oleh pemimpinnya program,ridwankamil,ENTP,E,N,T,P
debat perdana pemilihan kepala daerah dki jakarta semalam semoga inovasi program yang terukur dan konkrit dengan prinsip berkeadilan bisa menaikkelaskan jakarta menjadi kota yang lebih baik dan menjadi kota global yang membanggakan aamiin,ridwankamil,ENTP,E,N,T,P
menyapa warga pancoran terutama warga lanjut usia insya allah nanti ada program dokter keliling visiting doctor dokterperawat yang datang untuk warga yang sakit dirawat di rumah atau lanjut usia yang tidak bisa bergerak secara fisik ke puskesmas,ridwankamil,ENTP,E,N,T,P
bersama pak sus melakukan napak tilas dengan ziarah ke makam thamrin ismail marzuki benyamin sueb dan hj fatmawati ini bentuk penghormatan kami kepada tokohtokoh bangsa jasajasa mereka dalam membangun dan memperbaiki kehidupan warga jakarta menjadi satu motivasi bagi,ridwankamil,ENTP,E,N,T,P
alhamdulillah nomor untuk jakarta berlayar perahu menuju dermaga bersama angin tidak kenal lelah jakarta satu untuk semua rdo memimpin dengan amanah,ridwankamil,ENTP,E,N,T,P
alhamdulillah hari ini berkesempatan menghadiri maulid nabi muhammad saw bersama muslimat nu di masjid istiqlal nasihat dari gus muwafiq mengenai nilainilai kepemimpinan dan konsep bernegara serta akhlak mulia nabi muhammad saw dapat dijadikan tauladan dalam setiap langkah,ridwankamil,ENTP,E,N,T,P
terima kasih warga warakas jakarta utara kami mendengar banyak aspirasi dan masukan penting dari masyarakat semua aspirasi dan masukan menjadi bekal dalam mewujudkan perubahan positif bagi jakarta utara,ridwankamil,ENTP,E,N,T,P
perubahan line up dari penyelenggara acara kick off,ridwankamil,ENTP,E,N,T,P
terima kasih kepada seluruh peserta yang hadir di acara bongkar aspirasi ridwan kamil ini adalah pengalaman yang berharga kita berbagi ideide baru dan bertukar aspirasi secara langsung terkait isuisu yang ada di jakarta selama jam penuh kita saling belajar dan bertukar,ridwankamil,ENTP,E,N,T,P
jakarta kota penuh cerita dan tantangan di setiap harinya luangkan waktu untuk berbagi bersama di kick off terbuka untuk siapa saja cerita tentang apa saja silakan daftar di,ridwankamil,ENTP,E,N,T,P
forum aspirasi tentang masa depan jakarta di hallf patiunus besok september mulai jam wib mari daftar dan hadir link pendaftaran,ridwankamil,ENTP,E,N,T,P
twittwit lama dulu tahun yang lalu sebelum jadi pejabat publik saya memang aktif bermain twitter sekarang sebagaimana naturenya platform tersebut saya berekspresi secara bebas kadang penuh kritik pedas kadang nyindir sering juga nyinyir sering saya katakan di,ridwankamil,ENTP,E,N,T,P
tadi sore menyemangati warga kampung braga bandung yang terkena banjir bandang dahulu saat wali kota sering kali saya berjalan kaki potong kompas untuk menyapa warga dan melihatlihat situasi kota bandung semoga lekas pulih wargi braga salam sayang hatur nuhun,ridwankamil,ENTP,E,N,T,P
setelah puluhan tahun akhirnya kabupaten subang bisa memiliki alunalun yang lebih keren kemarin diundang pemkab subang dalam kapasitas sebagai tokoh masyarakatwarga jawa barat yang pernah jadi gubernur di mana revitalisasi alunalun ini masuk salah satu program,ridwankamil,ENTP,E,N,T,P
doa saya untuk rakyat palestina dan warga sipil yang menjadi korban dalam perang ini terpantau masjid syekh ajlin yang merupakan donasi netizen indonesia masih berdiri tegak dengan baik masjid yang saya desain tahun lalu karena sempat hancur oleh bom israel ini,ridwankamil,ENTP,E,N,T,P
whoosh dan warga jawa barat selamat dan mari kita syukuri hadirnya secara resmi kereta cepat whoosh jakarta bandung salah satu simbol memasuki era negara maju ini adalah momen bersejarah dalam sejarah pembangunan indonesia terima kasih pak presiden dan jajaran dan,ridwankamil,ENTP,E,N,T,P
digital amp energi terbarukan adalah kunci ekonomi indonesia menjadi superpower dunia digitalisasi di seluruh lini kehidupan adalah kunci jika hari ini saudi arabia adalah primadona di rezim ekonomi energi minyak dan gas bumi di masa depan indonesia akan jadi primadona di,ridwankamil,ENTP,E,N,T,P
selamat hari jadi kota bandung ke terima kasih sudah mempercayai saya memperbaiki dan menyempurnakanmu di tahun di rentang sejarah itu perubahan sudah pernah dihadirkan hatur nuhun,ridwankamil,ENTP,E,N,T,P
agenda kegiatan selama tahun telah dilakoni ribuan gigabytes memori terunggah dan terpatri di dalam hati menghadirkan cerita prestasi ini sebagian unduhan memorimemori itu dalam bentuk kenangan memori pelayanan kemanusiaan maupun pembangunan dalam setiap,ridwankamil,ENTP,E,N,T,P
hatur nuhun pnsasn jawa barat tahun kita membangun superteam bukan superman tahun kita terdepan mereformasi birokrasi dan pelayanan tahun kita menjadi provinsi juara dengan penghargaan hasil tidak membohongi proses birokrasi pemprov jawa barat dari segala,ridwankamil,ENTP,E,N,T,P
hari ini hari terakhir di gedung sate dan gedung pakuan tempat terhormat di mana ribuan keputusan pernah diambil demi kemajuan pertahanan dan kemuliaan peradaban jawa barat terima kasih masyarakat jawa barat sudah mempercayai kami tahun telah dilalui purnama telah,ridwankamil,ENTP,E,N,T,P
meninjau pembangunan kawasan monumen perjuangan semoga dimudahkan prosesnya dan kelak membawa manfaat untuk masyarakat admin,ridwankamil,ENTP,E,N,T,P
menghadiri west java festival concert di stadion siliwangi kota bandung melihat begitu banyak tawa menutup masa jabatan dengan rasa bahagia terima kasih warga yang saya cinta insya allah jabar selalu juara admin,ridwankamil,ENTP,E,N,T,P
penghargaan yang diterima pemerintah provinsi jawa barat selama kurun waktu september september seperti ilustrasi di video ini ada pekerjaan yang lancar dan mulus ada pekerjaan yang tidak lancar ada pekerjaan juga yang gagal tapi mayoritas lancar,ridwankamil,ENTP,E,N,T,P
dunia makin ekstrim dan menakutkan karenanya anakanak muda di jawa barat dibekali ilmu berupa kurikulum pendidikan karakter bernama jabar masagi insya allah mereka siap dan tangguh rumusnya sehat kuat pq cerdas pintar iq berakhlak dan santun eq rajin,ridwankamil,ENTP,E,N,T,P
apa itu ilmu pembersih hati itu namanya tasyawuf para ulamanya dikenal dengan sebutan sufi kemarin diundang khusus secara pribadi oleh guru agama dan ayahanda saya habib maulana luthfi bin yahya di penutupan international sufi conference di pekalongan ketua panitia adalah,ridwankamil,ENTP,E,N,T,P
hatur nuhun wargi cianjur kemarin meresmikan pasar ciranjang penataan gunung padang dan pembangunan alunalun ciranjang cianjur tahun kita lalu bersama tahun penuh cerita sampai jumpa di lain waktu hari lagi sebagai gubernur jawa barat pileuleuyan neda hapunten,ridwankamil,ENTP,E,N,T,P
breaking news bapak bey machmudin adalah pengganti saya sebagai penjabat pj gubernur jawa barat mulai hari selasa depan tanggal september sesuai keputusan bapak presiden di tanggal tsb saya genap menuntaskan tugas jabatan selama tahun pria kelahiran,ridwankamil,ENTP,E,N,T,P
warga karawang tercinta pembangunan alunalun dan jembatan walahar insya allah akan selesai beberapa bulan ke depan semoga lancar semoga bermanfaat hari lagi selesai sebagai gubernur tetap semangat berkhidmat untuk masyarakat jawa barat hatur nuhun,ridwankamil,ENTP,E,N,T,P
sampah jadi rdf pengganti batu bara adalah output dari tps terpadu ramah lingkungan ini total sudah dibangun sekitar lokasi dan akan terus diperbanyak sehingga tidak semua sampah harus dibuang ke tpa dengan cara ditimbun hasilnya berupa balokbalok sampah padat yang,ridwankamil,ENTP,E,N,T,P
alhamdulillah telah dibuka dan diresmikan samsat digital terminal leuwipanjang semoga dengan adanya digitalisasi ini dapat mempermudah proses birokrasi dan memberikan manfaat untuk masyarakat admin,ridwankamil,ENTP,E,N,T,P
alhamdulillah menerima penghargaaan sebagai provinsi terbaik dan kepala daerah terbaik dalam urusan pengeloaan dan tata kelola lingkungan hidup alhamdulillah namanya penghargaan green leadership nirwasita tantra tahun terima kasih kepada seluruh pemangku,ridwankamil,ENTP,E,N,T,P
bertemu dengan tokoh masyarakat dan tokoh agama di kabupaten bandung berdiskusi dan bersilaturahmi adalah ciri bangsa yang madani admin,ridwankamil,ENTP,E,N,T,P
memonitor proses kegiatan belajar mengajar di smkn soreang bertemu dan berinteraksi dengan para siswa dan siswi mendengar cerita atau sekedar melihat tawa memberikan energi yang luar biasa untuk terus bekerja mewujudkan jabar yang juara,ridwankamil,ENTP,E,N,T,P
alhamdulillah telah dilakukan wisuda sadesa satu desa satu hafidz semoga para wisudawan dan wisudawati dapat menjadi manusia yang berguna dan bermanfaat bagi keluarga lingkungan dan negara semoga kedepannya akan semakin banyak wisudawan dan wisudawati yang lulus dari program,ridwankamil,ENTP,E,N,T,P
melakukan kegiatan sarling pasar keliling dalam upaya monitoring pasar sehat soreang yang sedang melakukan campaign pengurangan penggunaan plastik hitam sebagai upaya menjaga keberlangsungan lingkungan di kemudian hari pasarpasar di jawa barat akan bertransformasi menjadi,ridwankamil,ENTP,E,N,T,P
menjadi narasumber dalam acara indonesia digital conference idc di hotel el royal kota bandung semoga apa yang disampaikan dan dijelaskan dapat menjadi manfaat bagi masyarakat di era digitalisasi ini admin,ridwankamil,ENTP,E,N,T,P
meresmikan dan melakukan shalat dzuhur berjamaah di masjid jami al karomah kabupaten indramayu semoga menjadi ruang ibadah yang diberkahi dan memberikan kebaikan bagi masyarakat admin,ridwankamil,ENTP,E,N,T,P
